column id ,Utility ID,Utility Name,Plant Name,State,,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Operating Month,Operating Year,Operating_Date,Retirement Month,Retirement Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
97,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
98,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
99,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.2,Y,,,,,,N, ,N, 
100,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN10,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.4,2,2018,2018-02-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,3.2,Y,,,,,,N, ,N, 
101,57249,EPP Renewable Energy,Warren County Solar,NJ,New Jersey,Warren,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,6,2012,2012-06-01,N/A,N/A,,Y,,,,,,,,,,0.0,20.0,0.6,Y,,,,,,N, ,N, 
102,57249,EPP Renewable Energy,Warren County Solar,NJ,New Jersey,Warren,GEN 2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,6,2012,2012-06-01,N/A,N/A,,Y,,,,,,,,,,0.0,20.0,0.6,Y,,,,,,N, ,N, 
103,57249,EPP Renewable Energy,Warren County Solar,NJ,New Jersey,Warren,GEN 3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,6,2012,2012-06-01,N/A,N/A,,Y,,,,,,,,,,0.0,20.0,0.6,Y,,,,,,N, ,N, 
104,57249,EPP Renewable Energy,Warren County Solar,NJ,New Jersey,Warren,GEN 4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,6,2012,2012-06-01,N/A,N/A,,Y,,,,,,,,,,0.0,20.0,0.6,Y,,,,,,N, ,N, 
105,57249,EPP Renewable Energy,PPL Renewable Energy Merck Solar,NJ,New Jersey,Union,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,5,2009,2009-05-01,N/A,N/A,,Y,,,,,,,,,,0.0,20.0,1.8,Y,,,,,,N, ,N, 
106,57044,"Luminace Solar New Jersey, LLC",Atlantic City Convention Center,NJ,New Jersey,Atlantic,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,12,2008,2008-12-01,N/A,N/A,,,,Y,,,,,,,,200.0,10.0,0.6,Y,,,,,,Y,0.4,N, 
107,57044,"Luminace Solar New Jersey, LLC",Atlantic City Convention Center,NJ,New Jersey,Atlantic,2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,12,2008,2008-12-01,N/A,N/A,,,,Y,,,,,,,,200.0,10.0,0.6,Y,,,,,,Y,0.4,N, 
108,57044,"Luminace Solar New Jersey, LLC",Atlantic City Convention Center,NJ,New Jersey,Atlantic,3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,12,2008,2008-12-01,N/A,N/A,,,,Y,,,,,,,,200.0,10.0,0.6,Y,,,,,,Y,0.4,N, 
109,57044,"Luminace Solar New Jersey, LLC",Atlantic City Convention Center,NJ,New Jersey,Atlantic,4,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,12,2008,2008-12-01,N/A,N/A,,,,Y,,,,,,,,200.0,10.0,0.6,Y,,,,,,Y,0.4,N, 
110,61944,MN8 Energy LLC,Gap Pacific Distribution Center,CA,California,Fresno,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.6,10,2008,2008-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.8,Y,,,,,,Y,0.3,N, 
111,61944,MN8 Energy LLC,Gap Pacific Distribution Center,CA,California,Fresno,2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.6,10,2008,2008-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.8,Y,,,,,,Y,0.3,N, 
112,61944,MN8 Energy LLC,Gap Pacific Distribution Center,CA,California,Fresno,3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.6,10,2008,2008-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.8,Y,,,,,,Y,0.3,N, 
113,61944,MN8 Energy LLC,Gap Pacific Distribution Center,CA,California,Fresno,4,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.6,10,2008,2008-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.8,Y,,,,,,Y,0.3,N, 
114,56128,SAS Institute Inc,SAS Solar Farm,NC,North Carolina,Wake,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,12,2008,2008-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.6,Y,,,,,,N, ,N, 
115,56128,SAS Institute Inc,SAS Solar Farm,NC,North Carolina,Wake,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,12,2008,2008-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.6,Y,,,,,,N, ,N, 
116,56128,SAS Institute Inc,SAS Solar Farm,NC,North Carolina,Wake,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,8,2010,2010-08-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.6,Y,,,,,,N, ,N, 
117,56128,SAS Institute Inc,SAS Solar Farm,NC,North Carolina,Wake,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,8,2010,2010-08-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,0.6,Y,,,,,,N, ,N, 
118,56167,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",CA,California,Imperial,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,101.0,11,2013,2013-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,129.3,,Y,,,,,N, ,N, 
119,56167,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",CA,California,Imperial,1A,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,64.6,12,2013,2013-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,82.7,,Y,,,,,N, ,N, 
120,56167,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",CA,California,Imperial,1B,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.3,3,2014,2014-03-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,43.9,,Y,,,,,N, ,N, 
121,56431,SunE U6 Holdings LLC,WWRF Solar Plant,CO,Colorado,Garfield,EAST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,2,2009,2009-02-01,N/A,N/A,,Y,N,,,,,,,,,90.0, ,0.5,Y,,,,,,Y,0.5,N, 
122,56431,SunE U6 Holdings LLC,WWRF Solar Plant,CO,Colorado,Garfield,WEST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,2,2009,2009-02-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,1.7,Y,,,,,,Y,1.0,N, 
123,6452,Florida Power & Light Co,DeSoto Next Generation Solar Energy,FL,Florida,DeSoto,1,OP,Solar Photovoltaic,PV,Electric Utility,1,25.0,10,2009,2009-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,27.6,Y,,,,,,N, ,N, 
124,6452,Florida Power & Light Co,Space Coast Next Gen Solar Energy,FL,Florida,Brevard,1,OP,Solar Photovoltaic,PV,Electric Utility,1,10.0,4,2010,2010-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,11.5,Y,,,,,,N, ,N, 
125,56183,SunE NC Progress 1 LLC,SunEdison LV Sutton Plant Site,NC,North Carolina,New Hanover,NCP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2008,2008-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,1.2,Y,,,,,,N, ,N, 
126,59399,NRG Solar Blythe,Solar Blythe LLC,CA,California,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,21.0,12,2009,2009-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,24.0,26.4,,Y,,,,,N, ,N, 
127,56769,Consolidated Edison Development Inc.,CM10,NV,Nevada,Clark,PV01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,12,2008,2008-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,12.4,,Y,,,,,N, ,N, 
128,56237,QVC Inc,QVC Inc,NC,North Carolina,Edgecombe,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,12,2008,2008-12-01,N/A,N/A,N,N,Y,,,,N,,,,N, , ,1.5,Y,,,,,,N, ,N, 
129,56237,QVC Inc,QVC Inc,NC,North Carolina,Edgecombe,2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,2.5,11,2013,2013-11-01,N/A,N/A,,N,,Y,,,N,,,,,90.0,30.0,2.9,Y,,,,,,N, ,N, 
130,56284,MF Mesa Lane LLC,MF Mesa Lane LLC,PA,Pennsylvania,Bucks,MESA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,11,2008,2008-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,3.1,Y,,,,,,N, ,N, 
131,56294,SunE WG113 Moreno Valley LLC,SunEdison Walgreens Moreno Valley,CA,California,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,9,2007,2007-09-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,1.2,Y,,,,,,Y,1.0,N, 
132,56431,SunE U6 Holdings LLC,Mariani Packing Vacaville Solar,CA,California,Solano,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,11,2008,2008-11-01,N/A,N/A,,Y,,,,,,,,,,100.0, ,1.1,Y,,,,,,Y,1.0,N, 
133,56296,SunE WG45 Woodland LLC,Walgreens Woodland Distribution Center,CA,California,Yolo,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,8,2007,2007-08-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,1.2,Y,,,,,,Y,1.0,N, 
134,56297,SunE CPA CDC2 LLC,SunEdison Ironwood State Prison,CA,California,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,5,2008,2008-05-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,1.2,Y,,,,,,N, ,N, 
135,56431,SunE U6 Holdings LLC,SunEdison Procter & Gamble Oxnard,CA,California,Ventura,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,10,2009,2009-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.1,,Y,,,,,Y,1.0,N, 
136,65923,"SunE WF3 KHL A Holdings, LLC",Kohls San Bernardino Solar Facility,CA,California,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,11,2007,2007-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,1.2,Y,,,,,,Y,1.0,N, 
137,56434,SunE M5 Holdings LLC,SunEdison Anheuser Busch Fairfield,CA,California,Solano,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2008,2008-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,1.1,Y,,,,,,N, ,N, 
138,56302,SunE CPA CDC1 LLC,Chuckawalla Valley State Prison,CA,California,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,6,2006,2006-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.2,Y,,,,,,N, ,N, 
139,56434,SunE M5 Holdings LLC,SunEdison Walmart Apple Valley DC,CA,California,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,3,2009,2009-03-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,1.1,Y,,,,,,Y,1.0,N, 
140,14328,Pacific Gas & Electric Co.,Vaca Dixon Solar Station,CA,California,Solano,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,12,2009,2009-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,2.6,Y,,,,,,N, ,N, 
141,57499,NRG Energy Services,Ivanpah 2,CA,California,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,12,2013,2013-12-01,N/A,N/A,Y,,Y,,,,,,Y,,, , , ,,,,,,,X, ,X, 
142,57499,NRG Energy Services,Ivanpah 1,CA,California,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,126.0,12,2013,2013-12-01,N/A,N/A,Y,,Y,,,,,,Y,,, , , ,,,,,,,X, ,X, 
143,57499,NRG Energy Services,Ivanpah 3,CA,California,San Bernardino,ST1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,133.4,12,2013,2013-12-01,N/A,N/A,Y,,Y,,,,,,Y,,, , , ,,,,,,,X, ,X, 
144,56610,Calpine Vineland Solar LLC,Calpine Vineland Solar LLC,NJ,New Jersey,Cumberland,CVS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,8,2009,2009-08-01,N/A,N/A,,,,Y,,,,,,,,181.0,25.0,2.4,Y,,,,,,N, ,N, 
145,56610,Calpine Vineland Solar LLC,Calpine Vineland Solar LLC,NJ,New Jersey,Cumberland,CVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,12,2009,2009-12-01,N/A,N/A,,,,Y,,,,,,,,181.0,25.0,1.9,Y,,,,,,N, ,N, 
146,56493,RV CSU Power LLC,RV CSU Power LLC,CO,Colorado,Larimer,CSU1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.9,12,2009,2009-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,25.0,2.0,Y,,,,,,N, ,N, 
147,64696,"Luminace Solar Chicago, LLC",Exelon Solar Chicago,IL,Illinois,Cook,ECS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.0,12,2009,2009-12-01,N/A,N/A,,Y,N,,,,,,,,,180.0,25.0,10.0,Y,,,,,,N, ,N, 
148,65411,Duke Energy Renewables Services,Blue Wing Solar Energy Generation,TX,Texas,Bexar,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.9,11,2010,2010-11-01,N/A,N/A,,,,Y,,,,,,,,205.0,20.0,16.7,,Y,,,,,N, ,N, 
149,65411,Duke Energy Renewables Services,Shelby Solar Energy Generation Facility,NC,North Carolina,Cleveland,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,5,2010,2010-05-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,1.0,Y,,,,,,N, ,N, 
150,56582,Jacksonville Solar LLC,Jacksonville Solar,FL,Florida,Duval,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.6,4,2010,2010-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,15.0,,Y,,,,,N, ,N, 
151,56583,Wyandot Solar LLC,Wyandot Solar Farm,OH,Ohio,Wyandot,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,4,2010,2010-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,12.0,,Y,,,,,N, ,N, 
152,56584,PSEG Solar Hackettstown LLC,PSEG Hackettstown,NJ,New Jersey,Warren,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,9,2009,2009-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.2,,Y,,,,,N, ,N, 
153,56769,Consolidated Edison Development Inc.,CM48,NV,Nevada,Clark,PV02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,6,2010,2010-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,10.1,,Y,,,,,N, ,N, 
154,56769,Consolidated Edison Development Inc.,CM48,NV,Nevada,Clark,PV03,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,9,2010,2010-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,12.6,,Y,,,,,N, ,N, 
155,56769,Consolidated Edison Development Inc.,CM48,NV,Nevada,Clark,PV04,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10,2010,2010-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,12.6,,Y,,,,,N, ,N, 
156,56769,Consolidated Edison Development Inc.,CM48,NV,Nevada,Clark,PV05,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,11,2010,2010-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,12.6,,Y,,,,,N, ,N, 
157,56769,Consolidated Edison Development Inc.,CM48,NV,Nevada,Clark,PV06,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,12,2010,2010-12-01,N/A,N/A,,,,Y,,,,,,,N,180.0,25.0,12.6,,Y,,,,,N, ,N, 
158,19391,UGI Development Co,Crayola Solar Project,PA,Pennsylvania,Northampton,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,5,2010,2010-05-01,N/A,N/A,,,,Y,,,,,,,,165.0,25.0,1.1,Y,,,,,,N, ,N, 
159,19391,UGI Development Co,Crayola Solar Project,PA,Pennsylvania,Northampton,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,4,2011,2011-04-01,N/A,N/A,,,,Y,,,,,,,,165.0,25.0,1.1,Y,,,,,,N, ,N, 
160,19391,UGI Development Co,Crayola Solar Project,PA,Pennsylvania,Northampton,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.8,1,2012,2012-01-01,N/A,N/A,,,,Y,,,,,,,,165.0,25.0,0.9,Y,,,,,,N, ,N, 
161,62893,Mililani I Solar LLC,Mililani South Solar Farm,HI,Hawaii,Honolulu,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.0,7,2022,2022-07-01,N/A,N/A,,Y,,,,,,,,,,180.0,50.0,50.1,Y,,,,,,N, ,N, 
162,17650,Southern Power Co,Cimarron Solar Facility,NM,New Mexico,Colfax,CIM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.6,12,2010,2010-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,37.4,,Y,,,,,N, ,N, 
163,56618,Victor Valley Community College District,Victor Valley CC CPV Solar,CA,California,San Bernardino,1PV,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,6,2010,2010-06-01,N/A,N/A,,,Y,,,,,,,,, , ,1.0,Y,,,,,,N, ,N, 
164,56769,Consolidated Edison Development Inc.,PA Solar Park,PA,Pennsylvania,Carbon,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.1,10,2012,2012-10-01,N/A,N/A,,N,,Y,,,,,,,,180.0,25.0,11.5,Y,,,,,,N, ,N, 
165,11804,Massachusetts Electric Co,Dorchester Solar Site,MA,Massachusetts,Suffolk,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1,2012,2012-01-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.3,Y,,,,,,N, ,N, 
166,11804,Massachusetts Electric Co,Haverhill Solar Power Project,MA,Massachusetts,Essex,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,12,2010,2010-12-01,N/A,N/A,,,,Y,,,,,,,,160.5,20.0,1.0,Y,,,,,,N, ,N, 
167,11804,Massachusetts Electric Co,NEDC Solar Site,MA,Massachusetts,Worcester,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,6,2010,2010-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.4,1.0,Y,,,,,,N, ,N, 
168,56641,Tonopah Solar Energy LLC,Crescent Dunes Solar Energy,NV,Nevada,Nye,TSE-1,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,125.0,11,2015,2015-11-01,N/A,N/A,Y,,Y,,,,,,Y,,, , , ,,,,,,,N, ,N, 
169,56645,Aqua America Inc,Aqua Ingrams Mill,PA,Pennsylvania,Chester,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2009,2009-12-01,N/A,N/A,,,,Y,,,,,,,,190.0,20.0,1.2,Y,,,,,,Y,0.1,N, 
170,64617,Alpine Solar,Alpine Solar,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,66.0,2,2013,2013-02-01,N/A,N/A,,,,Y,,,,,,,,180.5,25.0,86.4,,Y,,,,,N, ,N, 
171,11208,Los Angeles Department of Water & Power,Adelanto Solar Project,CA,California,San Bernardino,1,OP,Solar Photovoltaic,PV,Electric Utility,1,6.8,6,2012,2012-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,11.4,Y,,,,,,N, ,N, 
172,11208,Los Angeles Department of Water & Power,Pine Tree Solar Project,CA,California,Kern,1,OP,Solar Photovoltaic,PV,Electric Utility,1,8.5,3,2013,2013-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,9.8,Y,,,,,,N, ,N, 
173,11208,Los Angeles Department of Water & Power,Maclay Solar Project,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,4,2017,2017-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,10.0,2.2,Y,,,,,,N, ,N, 
174,64344,City of Los Angeles Harbor Department,Pacific Cruise Ship Terminals Berth 93,CA,California,Los Angeles,1,OS,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,9,2010,2010-09-01,N/A,N/A,,,,Y,,,,,,,,211.0,5.0,1.1,Y,,,,,,Y,1.1,N, 
175,59551,Occidental College,Occidental College Solar Project,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,2,2013,2013-02-01,N/A,N/A,,,,Y,,,,,,,,220.0,25.0,1.1,Y,,,,,,Y,1.1,N, 
176,57275,Metropolitan Transportation Authority,Metro Support Services Center Solar,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.2,4,2005,2005-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,5.0,1.2,Y,,,,,,Y,1.2,N, 
177,57276,Los Angeles Community College District,Los Angeles Harbor College,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.2,10,2010,2010-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.0,2.5,Y,,,,,,Y,2.5,N, 
178,15399,Avangrid Renewables LLC,San Luis Valley Solar Ranch,CO,Colorado,Alamosa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.0,12,2011,2011-12-01,N/A,N/A,,Y,,,,Y,,,,,, ,45.0,35.1,Y,,,,,,N, ,N, 
179,63287,"Axium Arizona Renewables, LLC","Poseidon Solar, LLC",AZ,Arizona,GILA,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2011,2011-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,23.7,Y,,,,,,N, ,N, 
180,63026,"Oppidum Renewables USA, LLC",Mayberry Solar LLC,NC,North Carolina,Surry,1PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,10,2011,2011-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,1.4,Y,,,,,,N, ,N, 
181,803,Arizona Public Service Co,Luke Solar,AZ,Arizona,Maricopa,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,15.0,6,2015,2015-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,15.6,Y,,,,,,N, ,N, 
182,56681,Kent County Levy Court Dept of Pub Work,Kent County Wastewater Treatment Solar,DE,Delaware,Kent,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,3,2011,2011-03-01,N/A,N/A,,,,Y,,,,,,,,225.0,35.0,1.2,Y,,,,,,Y,1.2,N, 
183,56660,Mojave Solar LLC,Mojave Solar Project,CA,California,San Bernardino,MSP1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,140.0,12,2014,2014-12-01,N/A,N/A,,Y,,,,,Y,,,,, , , ,,,,,,,N, ,N, 
184,56660,Mojave Solar LLC,Mojave Solar Project,CA,California,San Bernardino,MSP2,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,140.0,12,2014,2014-12-01,N/A,N/A,,Y,,,,,Y,,,,, , , ,,,,,,,N, ,N, 
185,5416,"Duke Energy Carolinas, LLC",DE Solar 10240 Old Dowd Rd,NC,North Carolina,Mecklenburg,PV01,OP,Solar Photovoltaic,PV,Electric Utility,1,1.9,9,2010,2010-09-01,N/A,N/A,,,,Y,,,,,,,,175.0,5.0,2.2,Y,,,,,,N, ,N, 
186,5416,"Duke Energy Carolinas, LLC",DE Solar 657 Brigham Rd,NC,North Carolina,Guilford,PV01,OP,Solar Photovoltaic,PV,Electric Utility,1,1.3,4,2010,2010-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,1.5,Y,,,,,,N, ,N, 
187,5416,"Duke Energy Carolinas, LLC",DE Solar 1725 Drywall Dr,NC,North Carolina,Gaston,PV01,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1,2010,2010-01-01,N/A,N/A,,,,Y,,,,,,,,195.0,11.0,1.2,Y,,,,,,N, ,N, 
188,61230,"Arevon Energy, Inc.",Dover Sun Park,DE,Delaware,Kent,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,7,2011,2011-07-01,N/A,N/A,,Y,,N,,,,,,,,90.0,45.0,11.3,Y,,,,,,N, ,N, 
189,59400,NRG Solar Roadrunner,Roadrunner Solar,NM,New Mexico,Dona Ana,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.2,8,2011,2011-08-01,N/A,N/A,,Y,,,,,,,,,,90.0,45.0,23.8,,Y,,,,,N, ,N, 
190,56769,Consolidated Edison Development Inc.,Panoche Valley Solar Farm,CA,California,San Benito,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,140.0,1,2018,2018-01-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,188.0,Y,,,,,,N, ,N, 
191,15477,Public Service Elec & Gas Co,Silver Lake Solar Farm,NJ,New Jersey,Middlesex,SILV,OP,Solar Photovoltaic,PV,Electric Utility,1,1.7,10,2010,2010-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.0,Y,,,,,,N, ,N, 
192,15477,Public Service Elec & Gas Co,Trenton Solar Farm,NJ,New Jersey,Mercer,TREN,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,10,2010,2010-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.3,Y,,,,,,N, ,N, 
193,56700,Avenal Solar Holdings LLC,Avenal Park,CA,California,Kings,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.0,8,2011,2011-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,7.0,Y,,Y,,,,N, ,N, 
